breed,date,rank,
miniatureSchnauzer,1958,11,
miniatureSchnauzer,1957,11,
miniatureSchnauzer,1956,11,
miniatureSchnauzer,1955,11,
miniatureSchnauzer,1954,11,
miniatureSchnauzer,1953,11,
miniatureSchnauzer,1952,11,
miniatureSchnauzer,1951,11,
miniatureSchnauzer,1950,11,
miniatureSchnauzer,1949,11,
miniatureSchnauzer,1948,11,
miniatureSchnauzer,1947,11,
miniatureSchnauzer,1946,11,
pekingese,2019,11,
pekingese,2018,11,
pekingese,2017,11,
pekingese,2016,11,
pekingese,2015,11,
pekingese,2014,11,
pekingese,2013,11,
pekingese,2012,11,
pekingese,2011,11,
pekingese,2010,11,
pekingese,2009,11,
pekingese,2008,11,
pekingese,2007,11,
pekingese,2006,11,
pekingese,2005,11,
pekingese,2004,11,
pekingese,2003,11,
pekingese,2002,11,
pekingese,2001,11,
pekingese,2000,11,
pekingese,1999,11,
pekingese,1998,11,
pekingese,1997,11,
pekingese,1996,11,
pekingese,1995,11,
pekingese,1994,11,
pekingese,1993,11,
pekingese,1992,11,
pekingese,1991,11,
pekingese,1990,11,
pekingese,1989,11,
pekingese,1988,11,
pekingese,1987,11,
pekingese,1986,11,
pekingese,1985,11,
pekingese,1984,11,
pekingese,1983,11,
pekingese,1982,11,
pekingese,1981,11,
pekingese,1980,11,
pekingese,1979,11,
pekingese,1978,11,
pekingese,1977,11,
pekingese,1976,11,
pekingese,1975,11,
pekingese,1974,11,
pekingese,1973,11,
pekingese,1972,11,
pekingese,1971,10,
pekingese,1970,8,
pekingese,1969,7,
pekingese,1968,7,
pekingese,1967,6,
pekingese,1966,6,
pekingese,1965,6,
pekingese,1964,6,
pekingese,1963,6,
pekingese,1962,6,
pekingese,1961,6,
pekingese,1960,6,
pekingese,1959,8,
pekingese,1958,9,
pekingese,1957,9,
pekingese,1956,10,
pekingese,1955,10,
pekingese,1954,10,
pekingese,1953,9,
pekingese,1952,9,
pekingese,1951,9,
pekingese,1950,8,
pekingese,1949,7,
pekingese,1948,7,
pekingese,1947,7,
pekingese,1946,7,
pembrokeWelshCorgi,2019,10,
pembrokeWelshCorgi,2018,11,
pembrokeWelshCorgi,2017,11,
pembrokeWelshCorgi,2016,11,
pembrokeWelshCorgi,2015,11,
pembrokeWelshCorgi,2014,11,
pembrokeWelshCorgi,2013,11,
pembrokeWelshCorgi,2012,11,
pembrokeWelshCorgi,2011,11,
pembrokeWelshCorgi,2010,11,
pembrokeWelshCorgi,2009,11,
pembrokeWelshCorgi,2008,11,
pembrokeWelshCorgi,2007,11,
pembrokeWelshCorgi,2006,11,
pembrokeWelshCorgi,2005,11,
pembrokeWelshCorgi,2004,11,
pembrokeWelshCorgi,2003,11,
pembrokeWelshCorgi,2002,11,
pembrokeWelshCorgi,2001,11,
pembrokeWelshCorgi,2000,11,
pembrokeWelshCorgi,1999,11,
pembrokeWelshCorgi,1998,11,
pembrokeWelshCorgi,1997,11,
pembrokeWelshCorgi,1996,11,
pembrokeWelshCorgi,1995,11,
pembrokeWelshCorgi,1994,11,
pembrokeWelshCorgi,1993,11,
pembrokeWelshCorgi,1992,11,
pembrokeWelshCorgi,1991,11,
pembrokeWelshCorgi,1990,11,
pembrokeWelshCorgi,1989,11,
pembrokeWelshCorgi,1988,11,
pembrokeWelshCorgi,1987,11,
pembrokeWelshCorgi,1986,11,
pembrokeWelshCorgi,1985,11,
pembrokeWelshCorgi,1984,11,
pembrokeWelshCorgi,1983,11,
pembrokeWelshCorgi,1982,11,
pembrokeWelshCorgi,1981,11,
pembrokeWelshCorgi,1980,11,
pembrokeWelshCorgi,1979,11,
pembrokeWelshCorgi,1978,11,
pembrokeWelshCorgi,1977,11,
pembrokeWelshCorgi,1976,11,
pembrokeWelshCorgi,1975,11,
pembrokeWelshCorgi,1974,11,
pembrokeWelshCorgi,1973,11,
pembrokeWelshCorgi,1972,11,
pembrokeWelshCorgi,1971,11,
pembrokeWelshCorgi,1970,11,
pembrokeWelshCorgi,1969,11,
pembrokeWelshCorgi,1968,11,
pembrokeWelshCorgi,1967,11,
pembrokeWelshCorgi,1966,11,
pembrokeWelshCorgi,1965,11,
pembrokeWelshCorgi,1964,11,
pembrokeWelshCorgi,1963,11,
pembrokeWelshCorgi,1962,11,
pembrokeWelshCorgi,1961,11,
pembrokeWelshCorgi,1960,11,
pembrokeWelshCorgi,1959,11,
pembrokeWelshCorgi,1958,11,
pembrokeWelshCorgi,1957,11,
pembrokeWelshCorgi,1956,11,
pembrokeWelshCorgi,1955,11,
pembrokeWelshCorgi,1954,11,
pembrokeWelshCorgi,1953,11,
pembrokeWelshCorgi,1952,11,
pembrokeWelshCorgi,1951,11,
pembrokeWelshCorgi,1950,11,
pembrokeWelshCorgi,1949,11,
pembrokeWelshCorgi,1948,11,
pembrokeWelshCorgi,1947,11,
pembrokeWelshCorgi,1946,11,
pomeranian,2019,11,
pomeranian,2018,11,
pomeranian,2017,11,
pomeranian,2016,11,
pomeranian,2015,11,
pomeranian,2014,11,
pomeranian,2013,11,
pomeranian,2012,11,
pomeranian,2011,11,
pomeranian,2010,11,
pomeranian,2009,11,
pomeranian,2008,11,
pomeranian,2007,11,
pomeranian,2006,11,
pomeranian,2005,11,
pomeranian,2004,11,
pomeranian,2003,11,
pomeranian,2002,11,
pomeranian,2001,11,
pomeranian,2000,11,
pomeranian,1999,11,
pomeranian,1998,10,
pomeranian,1997,10,
pomeranian,1996,10,
pomeranian,1995,9,
pomeranian,1994,10,
pomeranian,1993,11,
pomeranian,1992,11,
pomeranian,1991,11,
pomeranian,1990,11,
pomeranian,1989,11,
pomeranian,1988,11,
pomeranian,1987,11,
pomeranian,1986,11,
pomeranian,1985,11,
pomeranian,1984,11,
pomeranian,1983,11,
pomeranian,1982,11,
pomeranian,1981,11,
pomeranian,1980,11,
pomeranian,1979,11,
pomeranian,1978,11,
pomeranian,1977,11,
pomeranian,1976,11,
pomeranian,1975,11,
pomeranian,1974,11,
pomeranian,1973,11,
pomeranian,1972,11,
pomeranian,1971,11,
pomeranian,1970,11,
pomeranian,1969,11,
pomeranian,1968,11,
pomeranian,1967,11,
pomeranian,1966,11,
pomeranian,1965,10,
pomeranian,1964,9,
pomeranian,1963,9,
pomeranian,1962,9,
pomeranian,1961,9,
pomeranian,1960,11,
pomeranian,1959,11,
pomeranian,1958,11,
pomeranian,1957,11,
pomeranian,1956,11,
pomeranian,1955,11,
pomeranian,1954,11,
pomeranian,1953,11,
pomeranian,1952,10,
pomeranian,1951,10,
pomeranian,1950,10,
pomeranian,1949,10,
pomeranian,1948,11,
pomeranian,1947,10,
pomeranian,1946,10,
poodle,2019,6,
poodle,2018,11,
poodle,2017,7,
poodle,2016,7,
poodle,2015,8,
poodle,2014,7,
poodle,2013,8,
poodle,2012,8,
poodle,2011,8,
poodle,2010,9,
poodle,2009,9,
poodle,2008,9,
poodle,2007,8,
poodle,2006,8,
poodle,2005,8,
poodle,2004,8,
poodle,2003,8,
poodle,2002,8,
poodle,2001,7,
poodle,2000,6,
poodle,1999,6,
poodle,1998,7,
poodle,1997,5,
poodle,1996,6,
poodle,1995,6,
poodle,1994,5,
poodle,1993,6,
poodle,1992,5,
poodle,1991,3,
poodle,1990,3,
poodle,1989,3,
poodle,1988,3,
poodle,1987,2,
poodle,1986,2,
poodle,1985,2,
poodle,1984,2,
poodle,1983,2,
poodle,1982,1,
poodle,1981,1,
poodle,1980,1,
poodle,1979,1,
poodle,1978,1,
poodle,1977,1,
poodle,1976,1,
poodle,1975,1,
poodle,1974,1,
poodle,1973,1,
poodle,1972,1,
poodle,1971,1,
poodle,1970,1,
poodle,1969,1,
poodle,1968,1,
poodle,1967,1,
poodle,1966,1,
poodle,1965,1,
poodle,1964,1,
poodle,1963,1,
poodle,1962,1,
poodle,1961,1,
poodle,1960,1,
poodle,1959,2,
poodle,1958,3,
poodle,1957,5,
poodle,1956,7,
poodle,1955,8,
poodle,1954,9,
poodle,1953,10,
poodle,1952,11,
poodle,1951,11,
poodle,1950,11,
poodle,1949,11,
poodle,1948,11,
poodle,1947,11,
poodle,1946,11,
rottweiler,2019,8,
rottweiler,2018,7,
rottweiler,2017,8,
rottweiler,2016,8,
rottweiler,2015,9,
rottweiler,2014,10,
rottweiler,2013,9,
rottweiler,2012,10,
rottweiler,2011,10,
rottweiler,2010,11,
rottweiler,2009,11,
rottweiler,2008,11,
rottweiler,2007,11,
rottweiler,2006,11,
rottweiler,2005,11,
rottweiler,2004,11,
rottweiler,2003,11,
rottweiler,2002,11,
rottweiler,2001,11,
rottweiler,2000,11,
rottweiler,1999,8,
rottweiler,1998,4,
rottweiler,1997,2,
rottweiler,1996,2,
rottweiler,1995,2,
rottweiler,1994,2,
rottweiler,1993,2,
rottweiler,1992,2,
rottweiler,1991,4,
rottweiler,1990,5,
rottweiler,1989,6,
rottweiler,1988,7,
rottweiler,1987,11,
rottweiler,1986,11,
rottweiler,1985,11,
rottweiler,1984,11,
rottweiler,1983,11,
rottweiler,1982,11,
rottweiler,1981,11,
rottweiler,1980,11,
rottweiler,1979,11,
rottweiler,1978,11,
rottweiler,1977,11,
rottweiler,1976,11,
rottweiler,1975,11,
rottweiler,1974,11,
rottweiler,1973,11,
rottweiler,1972,11,
rottweiler,1971,11,
rottweiler,1970,11,
rottweiler,1969,11,
rottweiler,1968,11,
rottweiler,1967,11,
rottweiler,1966,11,
rottweiler,1965,11,
rottweiler,1964,11,
rottweiler,1963,11,
rottweiler,1962,11,
rottweiler,1961,11,
rottweiler,1960,11,
rottweiler,1959,11,
rottweiler,1958,11,
rottweiler,1957,11,
rottweiler,1956,11,
rottweiler,1955,11,
rottweiler,1954,11,
rottweiler,1953,11,
rottweiler,1952,11,
rottweiler,1951,11,
rottweiler,1950,11,
rottweiler,1949,11,
rottweiler,1948,11,
rottweiler,1947,11,
rottweiler,1946,11,
shetlandSheepDog,2019,11,
shetlandSheepDog,2018,11,
shetlandSheepDog,2017,11,
shetlandSheepDog,2016,11,
shetlandSheepDog,2015,11,
shetlandSheepDog,2014,11,
shetlandSheepDog,2013,11,
shetlandSheepDog,2012,11,
shetlandSheepDog,2011,11,
shetlandSheepDog,2010,11,
shetlandSheepDog,2009,11,
shetlandSheepDog,2008,11,
shetlandSheepDog,2007,11,
shetlandSheepDog,2006,11,
shetlandSheepDog,2005,11,
shetlandSheepDog,2004,11,
shetlandSheepDog,2003,11,
shetlandSheepDog,2002,11,
shetlandSheepDog,2001,11,
shetlandSheepDog,2000,11,
shetlandSheepDog,1999,11,
shetlandSheepDog,1998,11,
shetlandSheepDog,1997,11,
shetlandSheepDog,1996,11,
shetlandSheepDog,1995,11,
shetlandSheepDog,1994,11,
shetlandSheepDog,1993,10,
shetlandSheepDog,1992,9,
shetlandSheepDog,1991,10,
shetlandSheepDog,1990,11,
shetlandSheepDog,1989,11,
shetlandSheepDog,1988,11,
shetlandSheepDog,1987,10,
shetlandSheepDog,1986,10,
shetlandSheepDog,1985,10,
shetlandSheepDog,1984,9,
shetlandSheepDog,1983,10,
shetlandSheepDog,1982,10,
shetlandSheepDog,1981,10,
shetlandSheepDog,1980,10,
shetlandSheepDog,1979,10,
shetlandSheepDog,1978,11,
shetlandSheepDog,1977,11,
shetlandSheepDog,1976,11,
shetlandSheepDog,1975,11,
shetlandSheepDog,1974,11,
shetlandSheepDog,1973,11,
shetlandSheepDog,1972,11,
shetlandSheepDog,1971,11,
shetlandSheepDog,1970,11,
shetlandSheepDog,1969,11,
shetlandSheepDog,1968,11,
shetlandSheepDog,1967,11,
shetlandSheepDog,1966,11,
shetlandSheepDog,1965,11,
shetlandSheepDog,1964,11,
shetlandSheepDog,1963,11,
shetlandSheepDog,1962,11,
shetlandSheepDog,1961,11,
shetlandSheepDog,1960,11,
shetlandSheepDog,1959,11,
shetlandSheepDog,1958,11,
shetlandSheepDog,1957,11,
shetlandSheepDog,1956,11,
shetlandSheepDog,1955,11,
shetlandSheepDog,1954,11,
shetlandSheepDog,1953,11,
shetlandSheepDog,1952,11,
shetlandSheepDog,1951,11,
shetlandSheepDog,1950,11,
shetlandSheepDog,1949,11,
shetlandSheepDog,1948,11,
shetlandSheepDog,1947,11,
shetlandSheepDog,1946,11,
shihTzu,2019,11,
shihTzu,2018,11,
shihTzu,2017,11,
shihTzu,2016,11,
shihTzu,2015,11,
shihTzu,2014,11,
shihTzu,2013,11,
shihTzu,2012,11,
shihTzu,2011,11,
shihTzu,2010,10,
shihTzu,2009,10,
shihTzu,2008,10,
shihTzu,2007,9,
shihTzu,2006,9,
shihTzu,2005,9,
shihTzu,2004,9,
shihTzu,2003,9,
shihTzu,2002,10,
shihTzu,2001,10,
shihTzu,2000,10,
shihTzu,1999,11,
shihTzu,1998,11,
shihTzu,1997,11,
shihTzu,1996,11,
shihTzu,1995,11,
shihTzu,1994,11,
shihTzu,1993,11,
shihTzu,1992,11,
shihTzu,1991,11,
shihTzu,1990,11,
shihTzu,1989,11,
shihTzu,1988,11,
shihTzu,1987,11,
shihTzu,1986,11,
shihTzu,1985,11,
shihTzu,1984,11,
shihTzu,1983,11,
shihTzu,1982,11,
shihTzu,1981,11,
shihTzu,1980,11,
shihTzu,1979,11,
shihTzu,1978,11,
shihTzu,1977,11,
shihTzu,1976,11,
shihTzu,1975,11,
shihTzu,1974,11,
shihTzu,1973,11,
shihTzu,1972,11,
shihTzu,1971,11,
shihTzu,1970,11,
shihTzu,1969,11,
shihTzu,1968,11,
shihTzu,1967,11,
shihTzu,1966,11,
shihTzu,1965,11,
shihTzu,1964,11,
shihTzu,1963,11,
shihTzu,1962,11,
shihTzu,1961,11,
shihTzu,1960,11,
shihTzu,1959,11,
shihTzu,1958,11,
shihTzu,1957,11,
shihTzu,1956,11,
shihTzu,1955,11,
shihTzu,1954,11,
shihTzu,1953,11,
shihTzu,1952,11,
shihTzu,1951,11,
shihTzu,1950,11,
shihTzu,1949,11,
shihTzu,1948,11,
shihTzu,1947,11,
shihTzu,1946,11,
stBernard,2019,11,
stBernard,2018,11,
stBernard,2017,11,
stBernard,2016,11,
stBernard,2015,11,
stBernard,2014,11,
stBernard,2013,11,
stBernard,2012,11,
stBernard,2011,11,
stBernard,2010,11,
stBernard,2009,11,
stBernard,2008,11,
stBernard,2007,11,
stBernard,2006,11,
stBernard,2005,11,
stBernard,2004,11,
stBernard,2003,11,
stBernard,2002,11,
stBernard,2001,11,
stBernard,2000,11,
stBernard,1999,11,
stBernard,1998,11,
stBernard,1997,11,
stBernard,1996,11,
stBernard,1995,11,
stBernard,1994,11,
stBernard,1993,11,
stBernard,1992,11,
stBernard,1991,11,
stBernard,1990,11,
stBernard,1989,11,
stBernard,1988,11,
stBernard,1987,11,
stBernard,1986,11,
stBernard,1985,11,
stBernard,1984,11,
stBernard,1983,11,
stBernard,1982,11,
stBernard,1981,11,
stBernard,1980,11,
stBernard,1979,11,
stBernard,1978,11,
stBernard,1977,11,
stBernard,1976,11,
stBernard,1975,11,
stBernard,1974,10,
stBernard,1973,7,
stBernard,1972,7,
stBernard,1971,6,
stBernard,1970,7,
stBernard,1969,11,
stBernard,1968,11,
stBernard,1967,11,
stBernard,1966,11,
stBernard,1965,11,
stBernard,1964,11,
stBernard,1963,11,
stBernard,1962,11,
stBernard,1961,11,
stBernard,1960,11,
stBernard,1959,11,
stBernard,1958,11,
stBernard,1957,11,
stBernard,1956,11,
stBernard,1955,11,
stBernard,1954,11,
stBernard,1953,11,
stBernard,1952,11,
stBernard,1951,11,
stBernard,1950,11,
stBernard,1949,11,
stBernard,1948,11,
stBernard,1947,11,
stBernard,1946,11,
wireFoxTerrier,2019,11,
wireFoxTerrier,2018,11,
wireFoxTerrier,2017,11,
wireFoxTerrier,2016,11,
wireFoxTerrier,2015,11,
wireFoxTerrier,2014,11,
wireFoxTerrier,2013,11,
wireFoxTerrier,2012,11,
wireFoxTerrier,2011,11,
wireFoxTerrier,2010,11,
wireFoxTerrier,2009,11,
wireFoxTerrier,2008,11,
wireFoxTerrier,2007,11,
wireFoxTerrier,2006,11,
wireFoxTerrier,2005,11,
wireFoxTerrier,2004,11,
wireFoxTerrier,2003,11,
wireFoxTerrier,2002,11,
wireFoxTerrier,2001,11,
wireFoxTerrier,2000,11,
wireFoxTerrier,1999,11,
wireFoxTerrier,1998,11,
wireFoxTerrier,1997,11,
wireFoxTerrier,1996,11,
wireFoxTerrier,1995,11,
wireFoxTerrier,1994,11,
wireFoxTerrier,1993,11,
wireFoxTerrier,1992,11,
wireFoxTerrier,1991,11,
wireFoxTerrier,1990,11,
wireFoxTerrier,1989,11,
wireFoxTerrier,1988,11,
wireFoxTerrier,1987,11,
wireFoxTerrier,1986,11,
wireFoxTerrier,1985,11,
wireFoxTerrier,1984,11,
wireFoxTerrier,1983,11,
wireFoxTerrier,1982,11,
wireFoxTerrier,1981,11,
wireFoxTerrier,1980,11,
wireFoxTerrier,1979,11,
wireFoxTerrier,1978,11,
wireFoxTerrier,1977,11,
wireFoxTerrier,1976,11,
wireFoxTerrier,1975,11,
wireFoxTerrier,1974,11,
wireFoxTerrier,1973,11,
wireFoxTerrier,1972,11,
wireFoxTerrier,1971,11,
wireFoxTerrier,1970,11,
wireFoxTerrier,1969,11,
wireFoxTerrier,1968,11,
wireFoxTerrier,1967,11,
wireFoxTerrier,1966,11,
wireFoxTerrier,1965,11,
wireFoxTerrier,1964,11,
wireFoxTerrier,1963,11,
wireFoxTerrier,1962,11,
wireFoxTerrier,1961,11,
wireFoxTerrier,1960,11,
wireFoxTerrier,1959,11,
wireFoxTerrier,1958,11,
wireFoxTerrier,1957,11,
wireFoxTerrier,1956,11,
wireFoxTerrier,1955,11,
wireFoxTerrier,1954,11,
wireFoxTerrier,1953,11,
wireFoxTerrier,1952,11,
wireFoxTerrier,1951,11,
wireFoxTerrier,1950,11,
wireFoxTerrier,1949,11,
wireFoxTerrier,1948,11,
wireFoxTerrier,1947,9,
wireFoxTerrier,1946,9,
yorkshireTerrier,2019,11,
yorkshireTerrier,2018,9,
yorkshireTerrier,2017,9,
yorkshireTerrier,2016,9,
yorkshireTerrier,2015,7,
yorkshireTerrier,2014,6,
yorkshireTerrier,2013,6,
yorkshireTerrier,2012,5,
yorkshireTerrier,2011,5,
yorkshireTerrier,2010,3,
yorkshireTerrier,2009,3,
yorkshireTerrier,2008,2,
yorkshireTerrier,2007,2,
yorkshireTerrier,2006,2,
yorkshireTerrier,2005,3,
yorkshireTerrier,2004,5,
yorkshireTerrier,2003,6,
yorkshireTerrier,2002,6,
yorkshireTerrier,2001,6,
yorkshireTerrier,2000,7,
yorkshireTerrier,1999,9,
yorkshireTerrier,1998,9,
yorkshireTerrier,1997,9,
yorkshireTerrier,1996,9,
yorkshireTerrier,1995,10,
yorkshireTerrier,1994,11,
yorkshireTerrier,1993,11,
yorkshireTerrier,1992,11,
yorkshireTerrier,1991,11,
yorkshireTerrier,1990,11,
yorkshireTerrier,1989,11,
yorkshireTerrier,1988,11,
yorkshireTerrier,1987,11,
yorkshireTerrier,1986,11,
yorkshireTerrier,1985,11,
yorkshireTerrier,1984,11,
yorkshireTerrier,1983,11,
yorkshireTerrier,1982,11,
yorkshireTerrier,1981,11,
yorkshireTerrier,1980,11,
yorkshireTerrier,1979,11,
yorkshireTerrier,1978,11,
yorkshireTerrier,1977,11,
yorkshireTerrier,1976,11,
yorkshireTerrier,1975,11,
yorkshireTerrier,1974,11,
yorkshireTerrier,1973,11,
yorkshireTerrier,1972,11,
yorkshireTerrier,1971,11,
yorkshireTerrier,1970,11,
yorkshireTerrier,1969,11,
yorkshireTerrier,1968,11,
yorkshireTerrier,1967,11,
yorkshireTerrier,1966,11,
yorkshireTerrier,1965,11,
yorkshireTerrier,1964,11,
yorkshireTerrier,1963,11,
yorkshireTerrier,1962,11,
yorkshireTerrier,1961,11,
yorkshireTerrier,1960,11,
yorkshireTerrier,1959,11,
yorkshireTerrier,1958,11,
yorkshireTerrier,1957,11,
yorkshireTerrier,1956,11,
yorkshireTerrier,1955,11,
yorkshireTerrier,1954,11,
yorkshireTerrier,1953,11,
yorkshireTerrier,1952,11,
yorkshireTerrier,1951,11,
yorkshireTerrier,1950,11,
yorkshireTerrier,1949,11,
yorkshireTerrier,1948,11,
yorkshireTerrier,1947,11,
yorkshireTerrier,1946,11,